0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3671	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
0.0000	0.0000	0.0000	0.0000	0.1903	0.0000	0.0000	0.0000	0.7093	0.4003	0.0000	0.2286	0.0000	0.0000	0.0000	0.0000	
0.0000	0.0000	0.0233	0.0000	0.8097	0.0000	0.0000	0.0000	0.0000	0.0000	0.2000	0.0000	0.0000	0.6227	0.0000	0.0000	
0.0000	0.0000	0.0000	0.1664	0.0000	0.8855	0.6267	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4032	0.3773	0.1842	0.0000	
0.6289	0.0000	0.0000	0.0000	0.0000	0.0000	0.3733	0.0000	0.0000	0.0000	0.0000	0.2200	0.0000	0.0000	0.0000	0.0502	
0.0000	0.6555	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
0.0000	0.0000	0.7867	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3747	0.0000	
0.3711	0.1110	0.0000	0.8336	0.0000	0.0000	0.0000	0.0000	0.2907	0.0000	0.0000	0.0000	0.5968	0.0000	0.0000	0.2592	
0.0000	0.0000	0.1900	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5513	0.0000	0.0000	0.0000	0.0000	
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1766	0.6907	
0.0000	0.2336	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8000	0.0000	0.0000	0.0000	0.0000	0.0000	
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3464	0.0000	0.0000	0.0000	0.0000	0.2645	0.0000	
0.0000	0.0000	0.0000	0.0000	0.0000	0.1145	0.0000	0.0000	0.0000	0.2533	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6329	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
